F1, F2, F3, F4, F5, F6, F7, F8, F9, F10, F11, F12, F13, F14, F15, F16, F17, F18, F19, F20, F21, F22, F23, F24, F25, F26, Class
12, 0, 7, 18, 16, 27, 25, 6, 41, 0, 45, 54, 7, 36, 0, 12, 8, 15, 41, 20, 0, 26, 5, 0, 12, 0, DNA
40, 0, 3, 13, 22, 11, 34, 6, 22, 0, 48, 36, 5, 15, 0, 18, 7, 12, 31, 17, 0, 24, 1, 0, 7, 0, DNA
24, 0, 3, 7, 27, 6, 25, 3, 8, 0, 12, 8, 7, 9, 0, 13, 16, 7, 21, 6, 0, 9, 1, 0, 7, 0, DNA
44, 0, 1, 33, 22, 22, 16, 13, 23, 0, 52, 44, 2, 25, 0, 9, 27, 21, 46, 33, 0, 35, 3, 0, 24, 0, DNA
13, 0, 9, 10, 15, 8, 8, 4, 5, 0, 17, 21, 12, 27, 0, 24, 30, 6, 42, 21, 0, 13, 11, 0, 9, 0, DNA
10, 0, 4, 9, 18, 11, 17, 3, 22, 0, 18, 21, 8, 11, 0, 7, 5, 11, 14, 16, 0, 12, 1, 0, 14, 0, DNA
27, 0, 7, 23, 30, 16, 25, 6, 28, 0, 30, 39, 8, 32, 0, 21, 26, 20, 48, 29, 0, 22, 3, 0, 6, 0, DNA
18, 0, 3, 8, 10, 12, 11, 2, 17, 0, 20, 16, 6, 7, 0, 11, 7, 10, 13, 8, 0, 14, 0, 0, 7, 0, DNA
20, 0, 0, 9, 20, 12, 18, 8, 10, 0, 14, 24, 1, 9, 0, 24, 10, 13, 11, 12, 0, 18, 5, 0, 9, 0, DNA
27, 0, 5, 28, 28, 25, 27, 9, 40, 0, 42, 29, 7, 19, 0, 16, 10, 16, 22, 32, 0, 32, 6, 0, 19, 0, DNA
29, 0, 2, 6, 12, 6, 17, 12, 6, 0, 14, 16, 6, 11, 0, 31, 18, 12, 44, 15, 0, 10, 3, 0, 19, 0, DNA
7, 0, 0, 3, 10, 3, 8, 4, 5, 0, 8, 7, 3, 2, 0, 5, 3, 8, 5, 6, 0, 4, 0, 0, 3, 0, DNA
26, 0, 6, 17, 40, 15, 17, 14, 9, 0, 22, 30, 11, 15, 0, 35, 12, 16, 37, 15, 0, 9, 2, 0, 9, 0, DNA
6, 0, 4, 2, 6, 3, 8, 7, 8, 0, 4, 7, 3, 3, 0, 4, 7, 6, 10, 5, 0, 10, 1, 0, 0, 0, DNA
21, 0, 0, 15, 17, 8, 15, 7, 14, 0, 6, 31, 4, 5, 0, 10, 9, 22, 8, 11, 0, 16, 2, 0, 4, 0, DNA
27, 0, 19, 29, 36, 19, 24, 17, 23, 0, 37, 43, 13, 12, 0, 21, 19, 26, 28, 25, 0, 26, 6, 0, 11, 0, DNA
31, 0, 5, 22, 37, 16, 22, 5, 8, 0, 18, 35, 6, 5, 0, 25, 13, 31, 13, 15, 0, 38, 8, 0, 13, 0, DNA
22, 0, 12, 17, 25, 20, 22, 21, 16, 0, 25, 36, 12, 26, 0, 48, 21, 18, 52, 19, 0, 31, 8, 0, 14, 0, DNA
36, 0, 0, 9, 30, 6, 32, 6, 6, 0, 8, 46, 4, 0, 0, 23, 4, 29, 7, 11, 0, 16, 5, 0, 7, 0, DNA
10, 0, 3, 8, 9, 5, 22, 5, 10, 0, 13, 10, 2, 15, 0, 25, 8, 9, 21, 19, 0, 12, 1, 0, 4, 0, DNA
10, 0, 0, 16, 5, 5, 9, 2, 18, 0, 18, 20, 1, 8, 0, 9, 9, 9, 9, 7, 0, 5, 0, 0, 10, 0, DNA
24, 0, 7, 18, 30, 12, 36, 14, 20, 0, 21, 33, 11, 14, 0, 48, 26, 34, 52, 36, 0, 23, 4, 0, 16, 0, DNA
15, 0, 2, 18, 19, 10, 10, 9, 23, 0, 31, 32, 5, 20, 0, 10, 9, 13, 16, 22, 0, 16, 4, 0, 9, 0, DNA
110, 0, 3, 32, 33, 13, 57, 63, 12, 0, 20, 57, 7, 32, 0, 53, 31, 39, 84, 37, 0, 21, 6, 0, 13, 0, DNA
6, 0, 4, 7, 8, 6, 9, 1, 1, 0, 9, 10, 2, 1, 0, 2, 3, 5, 3, 3, 0, 6, 2, 0, 1, 0, DNA
62, 0, 6, 19, 28, 16, 46, 27, 24, 0, 12, 30, 17, 30, 0, 56, 29, 33, 87, 35, 0, 31, 4, 0, 21, 0, DNA
35, 0, 4, 18, 15, 9, 25, 4, 22, 0, 14, 29, 4, 4, 0, 22, 10, 23, 15, 13, 0, 26, 4, 0, 9, 0, DNA
10, 0, 3, 8, 10, 5, 7, 0, 8, 0, 14, 18, 2, 6, 0, 3, 6, 7, 6, 10, 0, 4, 1, 0, 7, 0, DNA
10, 0, 2, 6, 9, 2, 8, 5, 9, 0, 10, 16, 5, 4, 0, 6, 9, 6, 5, 5, 0, 12, 3, 0, 8, 0, DNA
37, 0, 3, 18, 44, 6, 41, 11, 10, 0, 65, 23, 7, 3, 0, 56, 14, 34, 52, 25, 0, 31, 1, 0, 5, 0, DNA
20, 0, 8, 23, 37, 12, 25, 9, 11, 0, 32, 35, 11, 14, 0, 13, 13, 27, 12, 10, 0, 23, 3, 0, 10, 0, DNA
17, 0, 1, 19, 22, 12, 10, 4, 35, 0, 37, 32, 2, 18, 0, 8, 11, 18, 27, 16, 0, 11, 0, 0, 9, 0, DNA
51, 0, 3, 39, 72, 22, 37, 14, 53, 0, 32, 63, 13, 17, 0, 26, 26, 60, 23, 37, 0, 44, 0, 0, 26, 0, DNA
23, 0, 3, 11, 23, 14, 14, 6, 23, 0, 15, 27, 9, 13, 0, 11, 14, 16, 18, 13, 0, 11, 4, 0, 11, 0, DNA
22, 0, 1, 9, 18, 10, 18, 9, 18, 0, 7, 26, 3, 13, 0, 10, 9, 18, 12, 14, 0, 10, 4, 0, 8, 0, DNA
73, 0, 6, 45, 54, 22, 43, 22, 31, 0, 31, 65, 17, 38, 0, 47, 32, 46, 45, 41, 0, 36, 3, 0, 18, 0, DNA
4, 0, 0, 5, 7, 2, 5, 0, 1, 0, 14, 3, 3, 1, 0, 1, 0, 4, 3, 3, 0, 7, 1, 0, 2, 0, DNA
54, 0, 4, 25, 21, 12, 45, 10, 9, 0, 29, 30, 8, 10, 0, 37, 6, 17, 83, 13, 0, 14, 4, 0, 9, 0, DNA
8, 0, 0, 9, 12, 3, 4, 3, 15, 0, 19, 16, 4, 7, 0, 1, 7, 8, 13, 8, 0, 10, 0, 0, 4, 0, DNA
10, 0, 1, 13, 15, 4, 8, 7, 10, 0, 5, 9, 3, 1, 0, 5, 4, 17, 10, 6, 0, 11, 0, 0, 4, 0, DNA
42, 0, 18, 68, 54, 46, 39, 20, 70, 0, 60, 106, 22, 95, 0, 32, 42, 33, 94, 56, 0, 37, 8, 0, 37, 0, DNA
31, 0, 7, 11, 18, 9, 25, 5, 6, 0, 12, 27, 8, 4, 0, 26, 18, 30, 20, 12, 0, 18, 3, 0, 8, 0, DNA
10, 0, 0, 4, 10, 3, 3, 0, 2, 0, 15, 5, 2, 5, 0, 7, 3, 7, 3, 6, 0, 3, 1, 0, 4, 0, DNA
14, 0, 4, 14, 25, 28, 34, 4, 31, 0, 46, 46, 11, 20, 0, 17, 15, 14, 45, 19, 0, 23, 7, 0, 15, 0, DNA
44, 0, 25, 49, 55, 20, 56, 17, 21, 0, 58, 59, 13, 32, 0, 44, 35, 58, 60, 39, 0, 56, 13, 0, 28, 0, DNA
45, 0, 27, 56, 61, 21, 61, 15, 21, 0, 51, 55, 16, 32, 0, 40, 33, 68, 59, 36, 0, 55, 14, 0, 27, 0, DNA
34, 0, 4, 57, 63, 40, 35, 8, 84, 0, 78, 89, 16, 48, 0, 24, 13, 38, 55, 32, 0, 42, 9, 0, 33, 0, DNA
9, 0, 1, 22, 16, 11, 22, 3, 23, 0, 18, 31, 9, 17, 0, 21, 14, 16, 19, 14, 0, 16, 3, 0, 14, 0, DNA
26, 0, 1, 9, 12, 2, 35, 11, 4, 0, 17, 20, 25, 15, 0, 26, 18, 17, 36, 14, 0, 12, 3, 0, 14, 0, DNA
31, 0, 1, 9, 10, 7, 26, 4, 4, 0, 14, 17, 4, 4, 0, 49, 13, 14, 19, 12, 0, 11, 4, 0, 12, 0, DNA
40, 0, 2, 8, 10, 3, 26, 14, 4, 0, 13, 24, 4, 11, 0, 43, 25, 16, 25, 10, 0, 17, 4, 0, 14, 0, DNA
39, 0, 23, 34, 61, 39, 34, 18, 36, 0, 59, 62, 9, 35, 0, 52, 26, 32, 90, 41, 0, 19, 8, 0, 22, 0, DNA
